u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id,time,seconds
131.48845408334722,37.09674746729517,88.47087489827187,-4.614768348675717,82.84709432023723,3999.960466381716,-60.25795526191104,1.0937241858189912,79.79638998250171,70.59630649698256,25.053548833206666,3.7055e-320,44,03:32:40,12108760
12.062891006469728,18.78536796569824,19.844696044921875,0.7375758290290833,19.397035598754883,249.9954833984375,-2.000884532928467,1.0968577861785889,26.80174827575684,19.25857353210449,23.145225524902344,0.1102475151419639,13,11:56:00,3585360
30.602872848510746,19.34959983825684,102.92526245117188,-127.3381118774414,75.43444061279297,5499.951171875,-194.26577758789065,66.43789672851562,73.04862976074219,50.85396194458008,23.210783004760746,64.06293487548828,20,15:55:50,5068550
13.85119775865621,24.24258437295243,116.21454748686055,-130.18944199081926,84.13502066720655,2949.845162229272,-214.33642513136544,140.08915796448144,70.77863068859006,59.49277054233737,26.38450904097048,134.96270021224277,56,04:37:50,9779870
69.96838907430033,90.96203509089086,112.88862677420433,-110.0199596367526,104.791174181735,2790.5561788377986,-106.87815906853974,120.83279817783192,91.61095249554904,98.2536005955856,23.56232547968373,103.66675058673717,46,11:21:00,12741660
128.76020075334756,41.05847239328891,91.46970480255696,5.236029508168037,76.24560492758022,5173.402772058423,-96.96962248495556,-6.711993863308584,75.10907856194805,61.44014566156245,26.72824893700448,-6.565710278373417,54,09:53:20,8157200
34.8054313659668,18.564212799072266,61.70711135864258,-126.61743927001952,49.53423690795898,3819.08251953125,-189.24717712402344,101.4898452758789,53.33573532104492,37.89153671264648,22.40522575378418,97.18212127685548,32,08:34:30,722070
24.610858917236328,18.80502700805664,19.876909255981445,0.3636012077331543,19.85062026977539,499.9795837402344,-2.0000360012054443,1.0955170392990112,31.30670547485352,19.84551239013672,25.72940254211425,-0.0365916937589645,4,14:09:30,1433370
0.5271612494621629,39.65729922329651,41.11745173523656,-0.6097995880458758,39.452286564431226,0.0026544117528282,-1.9993392892165425,1.0988810490087124,53.35661960862997,39.44259703563573,23.77297638818361,-3.7055e-320,62,02:41:40,10291300
129.10736956405626,38.09037054416377,72.12245768789242,-23.26838584388729,64.12595186381856,4516.430591241385,-82.45348811976939,11.615809807916715,68.1986582317809,52.72840378906288,26.192882514419125,8.864192173673452,66,06:43:40,11342620
82.66016014392075,81.48964233920816,93.80286248232612,-14.359454215755768,89.64629131021341,1781.7702318687357,-3.8242264604296814,20.932345360997186,70.24832579346312,85.63280847734435,25.99315685101372,13.659922929187353,70,04:31:00,8397060
-2.1980802938517505,49.89886049813126,45.98617532616149,0.4182988425602234,45.98617532616149,-0.0023745869438648,-2.001283812095996,1.0963493718078854,49.78505932652785,45.98617532616149,23.945698209775845,1.8683993837076204e-295,44,01:33:30,12015210
58.63094329833984,18.35737991333008,31.33742904663086,-7.632997989654541,29.37591552734375,1199.99169921875,-2.979684829711914,15.77371597290039,40.25523376464844,26.136587142944336,19.85062026977539,10.83948040008545,36,23:16:50,6218210
128.82677372690603,49.79403989137528,53.68352069673688,23.31006269112836,52.55898908092927,5087.750667518707,-98.66823315084208,-17.041270883245907,60.42285496165266,49.64015169433613,23.325424590843568,-15.57676289397813,48,15:32:10,11633530
8.750825881958008,19.15093040466309,102.76244354248048,-9.813288688659668,72.09418487548828,100.02300262451172,-122.97147369384766,242.42498779296875,42.85570907592773,52.5806999206543,22.515907287597656,206.37741088867188,2,03:40:40,963640
50.7667236328125,18.620258331298828,54.67681503295898,-60.733158111572266,45.08077621459961,1249.9984130859375,-52.05120086669922,150.3402862548828,63.64780044555664,35.34926223754883,23.249116897583008,117.72247314453124,27,11:12:20,2286740
1.2527102764510545,49.72256054304316,56.23912658177538,0.7470221739912323,54.1469701373181,-0.0020139276286701,-2.0009221501791306,1.0966248799796967,73.89378895826204,52.584261984497815,26.41631656984508,-2.276073970480853e-203,61,23:13:00,9155580
96.66962432861328,18.8889217376709,26.40906524658203,-0.8514609932899475,27.42645072937012,1999.9769287109373,-1.998625636100769,1.096935510635376,41.47794723510742,24.86579322814941,23.48367500305176,-0.2714548707008362,4,22:51:10,1205470
-2.299263806441893,64.38483309544866,79.13106262245459,0.8176113107402169,72.12173037298079,0.0017311780187006,-2.000326365892698,1.097726767223924,64.84967176444823,67.74902628651562,23.962549752900056,2.0140445327141656e-07,71,20:12:30,13291950
131.44229125976562,18.67889976501465,50.73110961914063,-5.421252250671387,45.90221786499024,4499.95703125,-81.54252624511719,1.0419167280197144,65.46011352539062,35.988525390625,22.45429992675781,-0.4763427078723907,21,09:41:30,812490
-1.99889521729425,91.01770126465266,85.99150500132353,0.1924834642398136,84.70975865421308,-0.0039280846216812,-1.9991648811878024,1.0944107502394471,63.98754317638267,85.43535927225489,25.58045205054852,-3.7055e-320,63,07:06:40,10912000
85.56680297851562,18.43402671813965,53.56697463989258,-100.27436065673828,44.47083282470703,2499.968505859375,-75.74573516845703,123.4037628173828,48.10375595092773,34.546871185302734,24.77130508422852,100.65579223632812,9,05:44:20,1921460
130.5551300048828,18.429170608520508,50.426795959472656,-6.278072834014893,44.20511245727539,4999.9501953125,-96.83943939208984,0.7270985841751099,54.74559783935547,33.744266510009766,24.75834846496582,-0.5196722745895386,17,05:10:20,105020
